long,lat,num_registro,periodo,categoria,establecimiento,telefono,mail,calle,calle_nro,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.409833,-34.611539,809,2019,Hosp. A,GALICIA,4931-7270,,H. YRIGOYEN ,3072,Balvanera,Comuna 3,1207,C1207ABP
-58.379145,-34.609220,227,2019,Hosp. A,GRAN HOTEL ESPAÑA,4343-5541,,TACUARI ,80,Monserrat,Comuna 1,1071,C1071AAB
-58.408188,-34.594816,241,2019,Hosp. A,GRAN NORTE,4821-1962,,MANSILLA ,2915,Recoleta,Comuna 2,1425,C1425BPI
-58.393568,-34.606540,206,2019,Hosp. A,GRAN REAL,4374-3526/ 4372-9500,reservas@real-hotel.com.ar,RIOBAMBA ,231,Balvanera,Comuna 3,1025,C1025ABE
-58.387137,-34.605353,203,2019,Hosp. A,GRAN VIA HOTEL,(54 11) 4371 5763,info@hotelgranvia.com.ar,SARMIENTO ,1450,San Nicolas,Comuna 1,1042,C1042ABB
-58.404491,-34.613439,228/82,2019,Hosp. A,GUAYAQUIL,(54 11) 4957 5097,info@hotelguayaquil.com.ar,MORENO ,2718,Balvanera,Comuna 3,1094,C1094ABT
-58.414349,-34.607295,805,2019,Hosp. A,HAITI,4861-6172,,JUAN D. PERON ,3384,Almagro,Comuna 5,1198,C1198AAL
-58.469184,-34.624917,245,2019,Hosp. A,HELEN,(5 11) 4611 2862,,CONDARCO ,552,Flores,Comuna 7,1406,C1406AFJ
-58.383909,-34.624008,265,2019,Hosp. A,HERCULES,4304-8306,,COCHABAMBA ,1260,Constitucion,Comuna 1,1150,C1150AAV
-58.383486,-34.623981,264,2019,Hosp. A,HERCULES 78,4304-6490/6306,,COCHABAMBA ,1236,Constitucion,Comuna 1,1150,C1150AAV
-58.399665,-34.592166,263,2019,Hosp. A,HISPANO,4821-0437,info@juncalpalacehotel.com.ar,JUNCAL ,2282,Recoleta,Comuna 2,1125,C1125ABD
-58.382362,-34.625665,254,2019,Hosp. A,HISPANO ARGENTINO,4304-5855,,LIMA ,1483,Constitucion,Comuna 1,1138,C1138ACE
-58.383927,-34.627541,225,2019,Hosp. A,IBERIA,4305-7061,raquelgarciablanco@hotmail.com,CIUDADELA ,1272,Constitucion,Comuna 1,1137,C1137AAD
-58.413835,-34.600662,802,2019,Hosp. A,JADE,4863-8711,,SANCHEZ DE BUSTAMANTE ,0839,Almagro,Comuna 5,1173,C1173ABO
-58.404872,-34.620093,005 A,2019,Hosp. A,JARDIN,49317530,,CATAMARCA ,895,San Cristobal,Comuna 3,1231,C1231AAG
-58.437640,-34.583675,08 A/09,2019,Hosp. A,KRISTA,4771-4697,info@kristahotel.com.ar,BONPLAND ,1665,Palermo,Comuna 14,1414,C1414CMS
-58.378573,-34.608932,218,2019,Hosp. A,LA ARGENTINA,(54 11) 4342 0078,,AV. DE MAYO ,860,Monserrat,Comuna 1,1084,C1084AAQ
-58.382692,-34.629169,235,2019,Hosp. A,LA VASCONIA,4304-3031,silvadaut@hotmail.com,SALTA ,1806,Constitucion,Comuna 1,1137,C1137ACN
-58.449613,-34.578500,285,2019,Hosp. A,LACROZE,4552-4445,,FEDERICO LACROZE ,3236,Colegiales,Comuna 13,1426,C1426CQS
-58.463580,-34.551451,209,2019,Hosp. A,LAS FAMILIAS,4702-5687,hotellasfamilias@ciudad.com.ar hotellasfamilias@ciudad.com.ar,CUBA ,3146,Nu\u00f1ez,Comuna 13,1429,C1429AXH
-58.392962,-34.600185,817,2019,Hosp. A,LEON,4811-5054,hotel-leon@hotmail.com,CALLAO ,758,Balvanera,Comuna 3,1023,C1023AAN
-58.454775,-34.587042,249,2019,Hosp. A,LITORAL,4554-5493,NO TIENE,CORRIENTES ,6891,Chacarita,Comuna 15,1427,C1427BPG
-58.419006,-34.625331,71-A/12,2019,Hosp. A,LOLA HOUSE,49322139,info@lolahouse.com.ar,CASTRO BARROS ,1073,Boedo,Comuna 5,1217,C1217ABK
-58.377753,-34.618508,286,2019,Hosp. A,LOS ROBLES (ex NIVI),4300-2096,daquilaus@hotmail.com,ESTADOS UNIDOS ,0827,Constitucion,Comuna 1,1101,C1101AAQ
-58.392097,-34.608662,231,2019,Hosp. A,LOURDES,4952-3087/3720,lourdeshotel@yahoo.com.ar,CALLAO ,44,Balvanera,Comuna 3,1022,C1022AAN
-58.468532,-34.546920,816,2019,Hosp. A,MANZANARES,4702-6839,hotelmanzanares@gmail.com,MANZANARES ,2331,Nu\u00f1ez,Comuna 13,1429,C1429CUI
-58.410136,-34.603950,262,2019,Hosp. A,EGIPTO (ex MARBELLA),4863-0808,info@hotelegipto.com.ar,CORRIENTES ,3193,Balvanera,Comuna 3,1193,C1193AAD
-58.408954,-34.607066,238,2019,Hosp. A,MARFIL,4861-1570,,ECUADOR ,0282,Balvanera,Comuna 3,1214,C1214ACB
-58.420562,-34.599804,73-A/12,2019,Hosp. A,MEDRANO PLAZA HOTEL,4864-1631,info@medranoplazahotel.com.ar,MEDRANO ,874,Almagro,Comuna 5,1179,C1179AAP
-58.433835,-34.571612,810,2019,Hosp. A,MI CASITA,4771-3126,No pertenece,ORTEGA Y GASSET ,1975,Palermo,Comuna 14,1426,C1426DHI
-58.408700,-34.613497,222,2019,Hosp. A,MIKI,4957-1614,,LA RIOJA ,271,Balvanera,Comuna 3,1214,C1214ADE
-58.411391,-34.595718,826,2019,Hosp. A,MIÑO,4962-3673,rodovalho@ciudad.com.ar,GALLO ,1258,Recoleta,Comuna 2,1425,C1425EFB
-58.383017,-34.621845,814,2019,Hosp. A,MONTMARTRE,4304-6725,,SALTA ,1173,Constitucion,Comuna 1,1074,C1074AAW
-58.383746,-34.620983,279,2019,Hosp. A,ODEON,4303-3347/9775,info@hotelodeon.com.ar hotelodeon@hotmail.com,HUMBERTO ,1257,Constitucion,Comuna 1,1103,C1103ACY
-58.404568,-34.613366,821,2019,Hosp. A,ONCE PLAZA,4932-5400,info@onceplazahteldos.com.ar,MORENO ,2717,Balvanera,Comuna 3,1094,C1094ABS
-58.385670,-34.607600,202,2019,Hosp. A,ORENSE,4372-3173,informes@hotelorense.com.ar,B. MITRE ,1350,San Nicolas,Comuna 1,1036,C1036AAZ
-58.392686,-34.608054,296,2019,Hosp. A,GRAN HOTEL ORIENTAL (ex ORIENTAL),4952-3371 / 4951-6427,ghoriental@hotmail.com,B. MITRE ,1840,Balvanera,Comuna 3,1039,C1039AAB
-58.392833,-34.601083,271,2019,Hosp. A,ORLEANS,4812-9342,consultas@orleanshotel.com.ar,CALLAO ,680,Balvanera,Comuna 3,1022,C1022AAT
-58.390438,-34.632562,230,2019,Hosp. A,PALACE HOTEL RONDEAU *,4306-5388,palacerondeau2000@fullcero.com.ar,ENTRE RIOS ,2100,Constitucion,Comuna 1,1133,C1133AAV
-58.465176,-34.602379,261,2019,Hosp. A,PARIS,4581-0400,,DONATO ALVAREZ ,2141,Paternal,Comuna 15,1416,C1416BTK
-58.387392,-34.606454,287,2019,Hosp. A,PIRAMIDES,4371-4849,,JUAN D. PERON ,1473,San Nicolas,Comuna 1,1037,C1037ACA
-58.377794,-34.622164,288,2019,Hosp. A,PROVINCIAL,4300-3642,,SAN JUAN ,844,Constitucion,Comuna 1,1147,C1147AAT
-58.383821,-34.615440,252,2019,Hosp. A,REX,4383-4226 / 4911-1953,,MEXICO ,1250,Monserrat,Comuna 1,1097,C1097AAZ
-58.382316,-34.609190,205,2019,Hosp. A,REYNA,4381-2496,info@hotelreyna.com.ar,AV. DE MAYO ,1120,Monserrat,Comuna 1,1085,C1085ABO
-58.397022,-34.598644,809,2019,Hosp. A,RICH,4864-8444,,PARAGUAY ,2088,Recoleta,Comuna 2,1121,C1121ABF
-58.417070,-34.597223,820,2019,Hosp. A,RICH,4963-4963,,BULNES ,1247,Palermo,Comuna 14,1176,C1176ABW
-58.386488,-34.609320,273,2019,Hosp. A,ROMA,4383-1273,,AV. DE MAYO ,1413,Monserrat,Comuna 1,1085,C1085ABE
-58.422858,-34.605632,297,2019,Hosp. A,ROMA,4862-5993,,ACUÑA DE FIGUEROA ,422,Almagro,Comuna 5,1180,C1180AAH
-58.384395,-34.627821,260,2019,Hosp. A,ROSEDAL,4304-4800,,SANTIAGO DEL ESTERO ,1677,Constitucion,Comuna 1,1136,C1136ABI
-58.433170,-34.572641,269,2019,Hosp. A,ROVARO,4771-8103,,CHENAUT ,1980,Palermo,Comuna 14,1426,C1426DIP
-58.405959,-34.608499,266,2019,Hosp. A,SAN AGUSTIN,4863-2131,hotelsanagustin@ciudad.com.ar,PUEYRREDON ,0121,Balvanera,Comuna 3,1032,C1032ABB
-58.409342,-34.614016,811,2019,Hosp. A,SAN CARLOS,4931-7823,,MORENO ,3054,Balvanera,Comuna 3,1209,C1209ABF
-58.396303,-34.621815,255,2019,Hosp. A,SAN CRISTOBAL,4941-7768,carlosemiliomendez@hotmail.com,HUMBERTO ,2172,San Cristobal,Comuna 3,1229,C1229AAH
-58.406716,-34.620612,827,2019,Hosp. A,SAN CRISTOBAL INN,4957-5334,info@hotelsancristobal.com.ar,ESTADOS UNIDOS ,2937,San Cristobal,Comuna 3,1227,C1227ABW
-58.467052,-34.623639,806,2019,Hosp. A,SAN JULIAN,4611-8607,,ARANGUREN ,2528,Flores,Comuna 7,1406,C1406FWV
-58.392120,-34.605393,274,2019,Hosp. A,SAN MARTIN,4371-6450,hotelsanmartin1@yahoo.com.ar,CALLAO ,327,San Nicolas,Comuna 1,1022,C1022AAD
-58.382320,-34.611923,243,2019,Hosp. A,SAN ROMAN,4383-2318,hotelsanroman@yahoo.com.ar,MORENO ,1133,Monserrat,Comuna 1,1091,C1091AAW
-58.386794,-34.626113,825,2019,Hosp. A,SEU LAR,4306-0109,marisalalin@yahoo.com,PAVON ,1479,Constitucion,Comuna 1,1151,C1151ABG
-58.404496,-34.611591,824,2019,Hosp. A,SILGUEIRO,4932-6827,,MISIONES ,139,Balvanera,Comuna 3,1083,C1083ABC
-58.465966,-34.625757,210,2019,Hosp. A,SOUTULLO,4612-9406,,BOGOTA ,2519,Flores,Comuna 7,1406,C1406GBU
-58.426967,-34.605897,819,2019,Hosp. A,TEMUCO,4862-3053,,JUAN D. PERON ,4261,Almagro,Comuna 5,1199,C1199ABC
-58.379213,-34.609266,233,2019,Hosp. A,URUGUAY,4334-3456,,TACUARI ,83,Monserrat,Comuna 1,1071,C1071AAA
-58.396753,-34.615250,268,2019,Hosp. A,VENEZUELA,4942-8734,,VENEZUELA ,2135,Balvanera,Comuna 3,1096,C1096ABK
-58.402508,-34.610005,229,2019,Hosp. A,VESUVIO,4951-4715,,RIVADAVIA ,2548,Balvanera,Comuna 3,1034,C1034ACR
-58.403661,-34.612346,248,2019,Hosp. A,YORK,4951-8957,,ALSINA ,2632,Balvanera,Comuna 3,1090,C1090AAR
-58.411678,-34.610956,336,2019,Hosp. B,2018-11-24 00:00:00,4931-4661,,24 DE NOVIEMBRE ,24,Balvanera,Comuna 3,1170,C1170AAB
-58.382543,-34.624999,407,2019,Hosp. B,2018-07-09 00:00:00,4305-3967,josemarceloteo@yahoo.com,LIMA ,1417,Constitucion,Comuna 1,1138,C1138ACE
-58.379634,-34.608848,331,2019,Hosp. B,ALCAZAR,(54 11) 4345 4308,info@hotelalcazar.com.ar,AV. DE MAYO ,935,Monserrat,Comuna 1,1084,C1084AAE
-58.397411,-34.611117,310,2019,Hosp. B,ALDEANO II,4951-4102,aldeano2@hotelaldeano.com.ar,PASCO ,136,Balvanera,Comuna 3,1081,C1081AAD
-58.399221,-34.596943,316,2019,Hosp. B,ANCON,4824-0338,hotelancon@hotelancon.com.ar,MARCELO T. DE ALVEAR ,2223,Recoleta,Comuna 2,1122,C1122AAI
-58.435641,-34.613110,354,2019,Hosp. B,ASTUR,4982-9515,,AVELLANEDA ,371,Caballito,Comuna 6,1405,C1405CND
-58.373668,-34.627872,361,2019,Hosp. B,ATLAS,4306-9587,,PERU ,1681,Barracas,Comuna 4,1141,C1141ACI
-58.382934,-34.619190,358,2019,Hosp. B,BACCARA,4308-8173,,SALTA ,0952,Constitucion,Comuna 1,1074,C1074AAT
-58.383854,-34.603917,346,2019,Hosp. B,BAHIA 1,4382-1780,anelluz@hotmail.com arhotelbahia@gmail.com,CORRIENTES ,1212,San Nicolas,Comuna 1,1043,C1043AAZ
-58.383854,-34.603917,347,2019,Hosp. B,BAHIA 2,(54 11) 4382 1780,,CORRIENTES ,1212,San Nicolas,Comuna 1,1043,C1043AAZ
-58.392515,-34.613962,332,2019,Hosp. B,BELGRANO,4864-9175,,BELGRANO ,1850,Balvanera,Comuna 3,1094,C1094AAN
-58.422545,-34.584188,352,2019,Hosp. B,BELLA UNION,4831-8870,,CHARCAS ,4250,Palermo,Comuna 14,1425,C1425BNJ
-58.424608,-34.582644,337,2019,Hosp. B,BRISAS,4774-0485,hotelbrisasbaires@gmail.com,CHARCAS ,4470,Palermo,Comuna 14,1425,C1425BNN
-58.377640,-34.620915,345,2019,Hosp. B,BRISAS DEL MAR,4306-6040,info@hotelbrisasdelmar.com.ar,HUMBERTO ,826,Constitucion,Comuna 1,1103,C1103ACR
-58.424923,-34.605909,406,2019,Hosp. B,CANGALLO,4373-8785,,JUAN D. PERON ,4129,Almagro,Comuna 5,1199,C1199ABA
-58.372311,-34.620729,321,2019,Hosp. B,CARLY,(54 11) 4361 7710,,HUMBERTO ,464,San Telmo,Comuna 1,1103,C1103ACJ
-58.388520,-34.607793,403,2019,Hosp. B,CASTILLA,4338-4586,,B. MITRE ,1548,San Nicolas,Comuna 1,1037,C1037ABD
-58.390178,-34.611342,305,2019,Hosp. B,CENTRAL,4304-3783,,ALSINA ,1693,Monserrat,Comuna 1,1088,C1088AAO
-58.447009,-34.575622,364,2019,Hosp. B,COMPOSTELA,4551-4802,,OLLEROS ,2931,Colegiales,Comuna 13,1426,C1426CSE
-58.449801,-34.580289,379,2019,Hosp. B,CONCORD,4553-9043,,DELGADO ,510,Colegiales,Comuna 13,1426,C1426BDF
-58.396164,-34.609409,390,2019,Hosp. B,CONFORT,4953-4367,,RIVADAVIA ,2093,,,,
-58.464088,-34.636486,395,2019,Hosp. B,CULPINA,4611-0573,,CULPINA ,553,Flores,Comuna 7,1406,C1406ENK
-58.465473,-34.633099,376,2019,Hosp. B,DOMARI,4611-6726,,CULPINA ,262,Flores,Comuna 7,1406,C1406ENF
-58.395352,-34.605834,311,2019,Hosp. B,DOS MUNDOS,4953-2171,,SARMIENTO ,2009,Balvanera,Comuna 3,1044,C1044AAE
-58.478061,-34.634832,372,2019,Hosp. B,ENSENADA,4672-2547,,ENSENADA ,134,Floresta,Comuna 10,1407,C1407KED
-58.395286,-34.605901,371,2019,Hosp. B,EUROPEO,4953-6384,,SARMIENTO ,2010,Balvanera,Comuna 3,1044,C1044AAF
-58.379741,-34.599654,325,2019,Hosp. B,GOYA,4322-9311,info@goyahotel.com.ar,SUIPACHA ,0748,San Nicolas,Comuna 1,1008,C1008AAP
-58.387115,-34.626827,24 A/10,2019,Hosp. B,HOTEL PLAZA GARAY,43053661,,LUIS SAENZ PEÑA ,1572,Constitucion,Comuna 1,1135,C1135ABH
-58.409021,-34.611484,38 A/10,2019,Hosp. B,HOTEL ROSEL,49316203,,H. YRIGOYEN ,3016,Balvanera,Comuna 3,1207,C1207ABP
-58.397523,-34.593111,318,2019,Hosp. B,IMPERIAL,4824-1251,,URIBURU ,1287,Recoleta,Comuna 2,1114,C1114AAI
-58.382930,-34.607428,344,2019,Hosp. B,LA PIEDAD,4381-6810,,B. MITRE ,1156,San Nicolas,Comuna 1,1036,C1036AAV
-58.447388,-34.572438,312,2019,Hosp. B,LA PINTA,4553-5116,,MOLDES ,693,Colegiales,Comuna 13,1426,C1426ALA
-58.377385,-34.612919,236,2019,Hosp. B,LA POSTA DE DORREGO,4331-9071,,BELGRANO ,778,Monserrat,Comuna 1,1092,C1092AAU
-58.446329,-34.573968,313,2019,Hosp. B,LA SANTA MARIA,4551-4166,,CRAMER ,618,Colegiales,Comuna 13,1426,C1426ANN
-58.456994,-34.628384,357,2019,Hosp. B,LAUTARO,4633-5232,,RAMON L. FALCON ,1999,Flores,Comuna 7,1406,C1406GNM
-58.395141,-34.590696,306,2019,Hosp. B,LION D'OR,(54 11) 4803 8992,hotel_liondor@yahoo.com.ar,PACHECO DE MELO ,2019,Recoleta,Comuna 2,1126,C1126AAE
-58.409846,-34.611501,370,2019,Hosp. B,LOS ANGELES,4864-2692,,H. YRIGOYEN ,3073,Balvanera,Comuna 3,1207,C1207ABC
-58.419611,-34.589750,402,2019,Hosp. B,LUNEL,4862-7527,,JULIAN ALVAREZ ,1959,Palermo,Comuna 14,1425,C1425DHA
-58.426638,-34.586474,314,2019,Hosp. B,MAGISTRAL,4831-4006,,BORGES ,1937,Palermo,Comuna 14,1414,C1414DGG
-58.378141,-34.602770,352,2019,Hosp. B,MAIPO,4328-4907/4393-2982,hotelmaipo@hotmail.com,ESMERALDA ,474,San Nicolas,Comuna 1,1007,C1007ABB
-58.376786,-34.599586,388,2019,Hosp. B,MAIPU,4322-5142,administracion@nuevohotelmaipu.com.ar,MAIPU ,0735,San Nicolas,Comuna 1,1006,C1006ACI
-58.470793,-34.617914,380,2019,Hosp. B,MARY SIL,4581-9005,,BOLIVIA ,1151,Villa Gral. Mitre,Comuna 11,1416,C1416ANA
-58.396855,-34.611864,335,2019,Hosp. B,MAYO,4952-7356,,ALSINA ,2164,Balvanera,Comuna 3,1090,C1090AAH
-58.390666,-34.607346,341,2019,Hosp. B,MEDITERRANEO,4372-2852,,RODRIGUEZ PEÑA ,149,San Nicolas,Comuna 1,1020,C1020ADC
-58.400846,-34.616478,327,2019,Hosp. B,MEXICO,4942-1713,,MEXICO ,2475,Balvanera,Comuna 3,1222,C1222ABM
-58.407334,-34.618096,382,2019,Hosp. B,MEXICO,4931-3087,,MEXICO ,2944,Balvanera,Comuna 3,1223,C1223ABJ
-58.385132,-34.604494,308,2019,Hosp. B,MIKY,4371-2376,,TALCAHUANO ,0362,San Nicolas,Comuna 1,1013,C1013AAH
-58.382977,-34.625102,362,2019,Hosp. B,MIRAMAR,4306-6038,,SALTA ,1429,Constitucion,Comuna 1,1137,C1137ACE
-58.404906,-34.608738,387,2019,Hosp. B,MITRE,4866-4089,,B. MITRE ,2717,Balvanera,Comuna 3,1039,C1039AAS
-58.494017,-34.601914,381,2019,Hosp. B,NAZARRE,4501-2019,,NAZARRE ,3150,Villa Del Parque,Comuna 11,1417,C1417DXB
-58.438373,-34.608715,323,2019,Hosp. B,NOEMI,4982-8201,,DIAZ VELEZ ,5075,Caballito,Comuna 6,1405,C1405DCF
-58.377167,-34.602326,303,2019,Hosp. B,O REI,4393-7186,info@hotelorei.com.ar,LAVALLE ,0733,San Nicolas,Comuna 1,1047,C1047AAO
-58.378093,-34.603980,394,2019,Hosp. B,ODEON,4326-0128,hotelodeon@hotmail.com,ESMERALDA ,0368,San Nicolas,Comuna 1,1035,C1035ABH
-58.403112,-34.612239,404,2019,Hosp. B,OLIDEN,4951-8729,,ALSINA ,2597,Balvanera,Comuna 3,1090,C1090AAO
-58.448376,-34.577979,329,2019,Hosp. B,OLLEROS,4552-5912,,OLLEROS ,3163,Colegiales,Comuna 13,1426,C1426CSI
-58.448219,-34.577932,398,2019,Hosp. B,OLLEROS,4552-9975,,OLLEROS ,3146,Colegiales,Comuna 13,1426,C1426CSJ
-58.408351,-34.610372,320,2019,Hosp. B,ONCE,4861-1666,,RIVADAVIA ,2962,Balvanera,Comuna 3,1203,C1203AAO
-58.404765,-34.613447,334,2019,Hosp. B,PANAMERICAN,4942-8807,,MORENO ,2754,Balvanera,Comuna 3,1094,C1094ABT
-58.470638,-34.625992,399,2019,Hosp. B,PAPI,(54 11) 4611 8177,contacto@hotelpapi.com.ar,AVELLANEDA ,2821,Flores,Comuna 7,1406,C1406FZA
-58.397793,-34.615118,348,2019,Hosp. B,PASCO HOTEL,4943-4209/4383-3405,,PASCO ,492,Balvanera,Comuna 3,1081,C1081AAJ
-58.403417,-34.609266,359,2019,Hosp. B,PASO,4952-5736,,PASO ,0050,Balvanera,Comuna 3,1031,C1031ABB
-58.419755,-34.588709,393,2019,Hosp. B,PETIT HOTEL,4824-1902,,ARAOZ ,2055,Palermo,Comuna 14,1425,C1425DGC
-58.438277,-34.608714,374,2019,Hosp. B,PINOT,4962-2747,,DIAZ VELEZ ,5069,Caballito,Comuna 6,1405,C1405DCF
-58.405886,-34.609365,330,2019,Hosp. B,PUEYRREDON,4862-4377,,PUEYRREDON ,47,Balvanera,Comuna 3,1032,C1032ABA
-58.393266,-34.614717,383,2019,Hosp. B,REY,(54 11) 4942 8412,info@hotel-rey.com.ar,COMBATE DE LOS POZOS ,471,Balvanera,Comuna 3,1080,C1080AAE
-58.406595,-34.599594,326,2019,Hosp. B,SAN ANDRES,4961-5346,,SAN LUIS ,2921,Balvanera,Comuna 3,1186,C1186ACE
-58.424766,-34.582525,384,2019,Hosp. B,SAN JORGE,774-2639,,CHARCAS ,4500,Palermo,Comuna 14,1425,C1425BNN
-58.461522,-34.633645,367,2019,Hosp. B,SAN REMO,4612-9751,info@sanremoflores.com,DIRECTORIO ,2449,Flores,Comuna 7,1406,C1406HAA
-58.441088,-34.574080,360,2019,Hosp. B,SAN SEBASTIAN,4553-1163,,B. MATIENZO ,2565,Palermo,Comuna 14,1426,C1426DAU
-58.470373,-34.627234,365,2019,Hosp. B,SANTA CRUZ,4611-2133,,BOGOTA ,2858,Flores,Comuna 7,1406,C1406GCB
-58.463759,-34.566176,339,2019,Hosp. B,SANTA ROSA,4542-1614,,JURAMENTO ,3127,Belgrano,Comuna 13,1428,C1428DOC
-58.383124,-34.605100,400,2019,Hosp. B,SARMIENTO,4382-4148,,SARMIENTO ,1162,San Nicolas,Comuna 1,1041,C1041AAX
-58.390339,-34.610676,392,2019,Hosp. B,SEVILLA,4372-8447 - cel 15-50261860,,SOLIS ,138,Monserrat,Comuna 1,1078,C1078AAD
-58.405930,-34.598893,350,2019,Hosp. B,SOLANA,4962-7337,,ECUADOR ,0945,Balvanera,Comuna 3,1214,C1214ACO
-58.402293,-34.597694,375,2019,Hosp. B,TIRRENO,4961-0204,,PARAGUAY ,2417,Recoleta,Comuna 2,1121,C1121ABM
-58.385259,-34.623587,401,2019,Hosp. B,UNIVERSAL,4306-5718,,COCHABAMBA ,1364,Constitucion,Comuna 1,1150,C1150AAX
-58.375928,-34.616591,301,2019,Hosp. B,VICTORIA,4351-2135,,CHACABUCO ,726,San Telmo,Comuna 1,1069,C1069AAP
-58.370346,-34.624270,378,2019,Hosp. B,WASHINGTON,(54 11) 4361 4738,,JUAN DE GARAY ,340,San Telmo,Comuna 1,1153,C1153ABO
-58.387363,-34.620066,385,2019,Hosp. B,YALE,4305-8754,,LUIS SAENZ PEÑA ,1007,Constitucion,Comuna 1,1110,C1110AAU
-58.427523,-34.591153,30 A/10,2019,REG DE PREST,1555 MALABIA HOUSE HOTEL,(54 11) 4833 2410,info@malabiahouse.com.ar,MALABIA ,1555,Palermo,Comuna 14,1414,C1414DME
-58.412208,-34.577021,75-A/12,2019,REG DE PREST,AWWA SUITES & SPA,(54 11) 3966 0000,info@awwasuites.com,LAFINUR ,3370,Palermo,Comuna 14,1425,C1425FAJ
-58.426156,-34.585057,29 A/10,2019,REG DE PREST,BO BO HOTEL & RESTAURANT,(54 11) 4774 0505,contacto@bobohotel.com,GUATEMALA ,4882,Palermo,Comuna 14,1425,C1425BUP
-58.379885,-34.596262,56 A/11,2019,REG DE PREST,CASA CALMA,(54 11) 4312 5000,info@casacalmahotel.com,SUIPACHA ,1015,Retiro,Comuna 1,1008,C1008AAU
-58.403145,-34.614620,119,2019,REG DE PREST,COMPLEJO TANGO,(54 11) 4941-1119,reservas@complejotango.com.ar,BELGRANO ,2608,Balvanera,Comuna 3,1096,C1096AAQ
-58.421080,-34.588793,27 A/10,2019,REG DE PREST,DUQUE HOTEL BOUTIQUE,(54 11) 4832-0312,reservas@duquehotel.com,GUATEMALA ,4364,Palermo,Comuna 14,1425,C1425BUF
-58.435264,-34.578827,58 A/11,2019,REG DE PREST,FIERRO HOTEL BOUTIQUE,(54 11) 3220 6800,info@fierrohotel.com,SOLER ,5862,Palermo,Comuna 14,1425,C1425BYL
-58.438987,-34.582126,40 A/10,2019,REG DE PREST,HOME BUENOS AIRES,(54 11) 4778 1008,info@homebuenosaires.com,HONDURAS ,5860,Palermo,Comuna 14,1414,C1414BNJ
-58.385000,-34.615494,28 A/10,2019,REG DE PREST,IMAGINE HOTEL BOUTIQUE,(54 11) 4383 2230,reservas@imaginehotelboutique.com,MEXICO ,1330,Monserrat,Comuna 1,1097,C1097ABB
-58.436768,-34.582309,50 A/11,2019,REG DE PREST,ILUM EXPERIENCE HOME,(54 11) 4776 8667,ilum@ilumhotel.com,EL SALVADOR ,5726,Palermo,Comuna 14,1414,C1414BQH
-58.472434,-34.541185,41,2019,REG DE PREST,LA CASCADA TOWN HOUSE HOTEL,(54 11) 4703-1251,info@lacascadatownhouse.com.ar,VUELTA DE OBLIGADO ,4578,Nu\u00f1ez,Comuna 13,1429,C1429AWJ
-58.426796,-34.587702,13 A/09,2019,REG DE PREST,LEGADO MITICO,(54 11) 4833 1300,reservasbsas@legadomitico.com,GURRUCHAGA ,1848,Palermo,Comuna 14,1414,C1414DIL
-58.377265,-34.618858,105,2019,REG DE PREST,MANSION DANDI ROYAL,(54 11) 4361 3537,administracion@dandiroyal.com.ar,PIEDRAS ,922,San Telmo,Comuna 1,1070,C1070AAT
-58.371079,-34.619436,54 A/11,2019,REG DE PREST,MANSION VITRAUX,(54 11) 4300 6886,reservations@mansionvitraux.com,C. CALVO ,369,San Telmo,Comuna 1,1102,C1102AAG
-58.389562,-34.588573,57 A/11,2019,REG DE PREST,MIO BUENOS AIRES,(54 11) 5295 8500,reservas@miobuenosaires.com,QUINTANA ,465,Recoleta,Comuna 2,1129,C1129ABA
-58.421648,-34.615388,26 A/10,2019,REG DE PREST,RACO,(54 11) 3530 6075,info@racodebuenosaires.com.ar,YAPEYU ,269,Almagro,Comuna 5,1202,C1202ACE
-58.390540,-34.607872,117,2019,REG DE PREST,ST. NICHOLAS HOSTEL,(54 11) 4373 5920 / 4372 4608 / 4373 8841,info@snhostel.com,B. MITRE ,1691,San Nicolas,Comuna 1,1037,C1037ABE
-58.379768,-34.599249,34 A/10,2019,REG DE PREST,TANGUERO BOUTIQUE,(54 11) 4328-7006 / 4328-7045,info@tanguerohotel.com,SUIPACHA ,778,San Nicolas,Comuna 1,1008,C1008AAP
-58.376037,-34.615950,115,2019,REG DE PREST,TELMOTANGO,(54 11) 4361-5808,info@hostelmotango.com,CHACABUCO ,679,Monserrat,Comuna 1,1069,C1069AAM
-58.374774,-34.620747,66-A/11,2019,REG DE PREST,TIANA BUENOS AIRES,(54 11) 4362 8663 / 4300 8177,,HUMBERTO ,629,San Telmo,Comuna 1,1103,C1103ACM
-58.424938,-34.583698,41 A/10,2019,REG DE PREST,VAIN BOUTIQUE HOTEL,(54 11) 4776 8246,info@vainhotel.com,THAMES ,2226,Palermo,Comuna 14,1425,C1425FIF
-58.379771,-34.609507,77-A/14,2019,REG DE PREST,SUDAMERIKA HOSTEL & SUITES,(54 11) 4342 3053,info@sudamerikahostel.com.ar,H. YRIGOYEN ,951,Monserrat,Comuna 1,1086,C1086AAO
-58.386133,-34.615541,78-A/14,2019,REG DE PREST,SABATICO TRAVELLES HOSTEL,(54 11) 4381-1138,info@sabaticohostel.com.ar,MEXICO ,1410,Monserrat,Comuna 1,1097,C1097ABD
-58.383365,-34.608595,79-A/14,2019,REG DE PREST,B.A. STOP HOSTEL,(54 11) 6091 2156,info@bastop.com,RIVADAVIA ,1194,,,,
